gender,event,medal,athlete,alpha_3,country,grp_id,type,year,guide,country_name,iso_n3,athlete_country
Men,Teams W1/W2,Bronze,OH Doo,KOR,Korea,2.0,Archery,1996,,"Korea, Republic of",410,OH Doo - KOR
Men,Teams W1/W2,Bronze,YOU In,KOR,Korea,3.0,Archery,1996,,"Korea, Republic of",410,YOU In - KOR
Men,Teams Standing,Gold,AN Tae Sung,KOR,Korea,1.0,Archery,1996,,"Korea, Republic of",410,AN Tae Sung - KOR
Men,Teams Standing,Gold,CHO Hyeon,KOR,Korea,2.0,Archery,1996,,"Korea, Republic of",410,CHO Hyeon - KOR
Men,Teams Standing,Gold,LEE Hak Young,KOR,Korea,3.0,Archery,1996,,"Korea, Republic of",410,LEE Hak Young - KOR
Men,Teams Standing,Silver,JONSKI Stanislaw,POL,Poland,1.0,Archery,1996,,Poland,616,JONSKI Stanislaw - POL
Men,Teams Standing,Silver,LEZANSKI Tomasz,POL,Poland,2.0,Archery,1996,,Poland,616,LEZANSKI Tomasz - POL
Men,Teams Standing,Silver,OLEJNIK Ryszard,POL,Poland,3.0,Archery,1996,,Poland,616,OLEJNIK Ryszard - POL
Men,Teams Standing,Bronze,ISHIDA Mitoya,JPN,Japan,1.0,Archery,1996,,Japan,392,ISHIDA Mitoya - JPN
Men,Teams Standing,Bronze,NISHII Kenichi,JPN,Japan,2.0,Archery,1996,,Japan,392,NISHII Kenichi - JPN
Men,Teams Standing,Bronze,SATO Masao,JPN,Japan,3.0,Archery,1996,,Japan,392,SATO Masao - JPN
Women,Teams Open,Gold,FANTATO Paola,ITA,Italy,1.0,Archery,1996,,Italy,380,FANTATO Paola - ITA
Women,Teams Open,Gold,LAZZARONI Roberta,ITA,Italy,2.0,Archery,1996,,Italy,380,LAZZARONI Roberta - ITA
Women,Teams Open,Gold,TRUCCOLO Sandra,ITA,Italy,3.0,Archery,1996,,Italy,380,TRUCCOLO Sandra - ITA
Women,Teams Open,Silver,MATSUEDA Shigeko,JPN,Japan,1.0,Archery,1996,,Japan,392,MATSUEDA Shigeko - JPN
Women,Teams Open,Silver,SUZUKI Hifumi,JPN,Japan,2.0,Archery,1996,,Japan,392,SUZUKI Hifumi - JPN
Women,Teams Open,Silver,YONEZAWA Masako,JPN,Japan,3.0,Archery,1996,,Japan,392,YONEZAWA Masako - JPN
Women,Teams Open,Bronze,CHAPMAN Anita,GBR,Great Britain,1.0,Archery,1996,,United Kingdom of Great Britain and Northern Ireland,826,CHAPMAN Anita - GBR
Women,Teams Open,Bronze,GALE Rebecca,GBR,Great Britain,2.0,Archery,1996,,United Kingdom of Great Britain and Northern Ireland,826,GALE Rebecca - GBR
Women,Teams Open,Bronze,SMITH Kathleen,GBR,Great Britain,3.0,Archery,1996,,United Kingdom of Great Britain and Northern Ireland,826,SMITH Kathleen - GBR
Men,Individual W1,Gold,SEBEK Zdenek,CZE,,,Archery,2000,,Czechia,203,SEBEK Zdenek - CZE
Men,Individual W1,Silver,HATEM Olivier,FRA,,,Archery,2000,,France,250,HATEM Olivier - FRA
Men,Individual W1,Bronze,MILADINOVIC Dejan,FRA,,,Archery,2000,,France,250,MILADINOVIC Dejan - FRA
Men,Individual W2,Gold,LEE Hong Gu,KOR,,,Archery,2000,,"Korea, Republic of",410,LEE Hong Gu - KOR
Men,Individual W2,Silver,JUNG Young Joo,KOR,,,Archery,2000,,"Korea, Republic of",410,JUNG Young Joo - KOR
Men,Individual W2,Bronze,DE PELLEGRIN Oscar,ITA,,,Archery,2000,,Italy,380,DE PELLEGRIN Oscar - ITA
Men,Individual Standing,Gold,AN Tae Sung,KOR,,,Archery,2000,,"Korea, Republic of",410,AN Tae Sung - KOR
Men,Individual Standing,Silver,ATAMANENKO Serhiy,UKR,,,Archery,2000,,Ukraine,804,ATAMANENKO Serhiy - UKR
Men,Individual Standing,Bronze,LYOCSA Imrich,SVK,,,Archery,2000,,Slovakia,703,LYOCSA Imrich - SVK
Women,Individual W1/W2,Gold,FANTATO Paola,ITA,,,Archery,2000,,Italy,380,FANTATO Paola - ITA
Women,Individual W1/W2,Silver,SMITH Kathleen,GBR,,,Archery,2000,,United Kingdom of Great Britain and Northern Ireland,826,SMITH Kathleen - GBR
Women,Individual W1/W2,Bronze,KO Hee Sook,KOR,,,Archery,2000,,"Korea, Republic of",410,KO Hee Sook - KOR
Women,Individual Standing,Gold,CHAPMAN Anita,GBR,,,Archery,2000,,United Kingdom of Great Britain and Northern Ireland,826,CHAPMAN Anita - GBR
Women,Individual Standing,Silver,OLEJNIK Malgorzata,POL,,,Archery,2000,,Poland,616,OLEJNIK Malgorzata - POL
Women,Individual Standing,Bronze,KORZENIOWSKA Malgorzata,POL,,,Archery,2000,,Poland,616,KORZENIOWSKA Malgorzata - POL
Men,Teams Open,Gold,DE PELLEGRIN Oscar,ITA,Italy,1.0,Archery,2000,,Italy,380,DE PELLEGRIN Oscar - ITA
Men,Teams Open,Gold,CARRUBBA Salvatore,ITA,Italy,2.0,Archery,2000,,Italy,380,CARRUBBA Salvatore - ITA
Men,Teams Open,Gold,GABELLI Giuseppe,ITA,Italy,3.0,Archery,2000,,Italy,380,GABELLI Giuseppe - ITA
Men,Teams Open,Silver,EST Charles,FRA,France,1.0,Archery,2000,,France,250,EST Charles - FRA
Men,Teams Open,Silver,HATEM Olivier,FRA,France,2.0,Archery,2000,,France,250,HATEM Olivier - FRA
Men,Teams Open,Silver,MILADINOVIC Dejan,FRA,France,3.0,Archery,2000,,France,250,MILADINOVIC Dejan - FRA
Men,Teams Open,Bronze,CHO Hyun Kwan,KOR,Korea,1.0,Archery,2000,,"Korea, Republic of",410,CHO Hyun Kwan - KOR
Men,Teams Open,Bronze,LEE Hong Gu,KOR,Korea,2.0,Archery,2000,,"Korea, Republic of",410,LEE Hong Gu - KOR
Men,Teams Open,Bronze,LEE Ouk Soo,KOR,Korea,3.0,Archery,2000,,"Korea, Republic of",410,LEE Ouk Soo - KOR
Women,Teams Open,Gold,FANTATO Paola,ITA,Italy,4.0,Archery,2000,,Italy,380,FANTATO Paola - ITA
Women,Teams Open,Gold,MENCONI Anna,ITA,Italy,5.0,Archery,2000,,Italy,380,MENCONI Anna - ITA
Women,Teams Open,Gold,TRUCCOLO Sandra,ITA,Italy,6.0,Archery,2000,,Italy,380,TRUCCOLO Sandra - ITA
Women,Teams Open,Silver,CHAPMAN Anita,GBR,Great Britain,1.0,Archery,2000,,United Kingdom of Great Britain and Northern Ireland,826,CHAPMAN Anita - GBR
Women,Teams Open,Silver,SMITH Kathleen,GBR,Great Britain,2.0,Archery,2000,,United Kingdom of Great Britain and Northern Ireland,826,SMITH Kathleen - GBR
Women,Teams Open,Silver,WHITE Jane,GBR,Great Britain,3.0,Archery,2000,,United Kingdom of Great Britain and Northern Ireland,826,WHITE Jane - GBR
Women,Teams Open,Bronze,ISOZAKI Naomi,JPN,Japan,1.0,Archery,2000,,Japan,392,ISOZAKI Naomi - JPN
Women,Teams Open,Bronze,SUZUKI Hifumi,JPN,Japan,2.0,Archery,2000,,Japan,392,SUZUKI Hifumi - JPN
Women,Teams Open,Bronze,YONEZAWA Masako,JPN,Japan,3.0,Archery,2000,,Japan,392,YONEZAWA Masako - JPN
Men,Individual W1,Gold,CAVANAGH John,GBR,,,Archery,2004,,United Kingdom of Great Britain and Northern Ireland,826,CAVANAGH John - GBR
Men,Individual W1,Silver,GROENBERG Anders,SWE,,,Archery,2004,,Sweden,752,GROENBERG Anders - SWE
Men,Individual W1,Bronze,FABRY Jeffrey,USA,,,Archery,2004,,United States of America,840,FABRY Jeffrey - USA
Men,Individual W2,Gold,OEHME Mario,DEU,,,Archery,2004,,Germany,276,OEHME Mario - DEU
Men,Individual W2,Silver,JUNG Young Joo,KOR,,,Archery,2004,,"Korea, Republic of",410,JUNG Young Joo - KOR
Men,Individual W2,Bronze,LEE Hong Gu,KOR,,,Archery,2004,,"Korea, Republic of",410,LEE Hong Gu - KOR
Men,Individual Standing,Gold,LYOCSA Imrich,SVK,,,Archery,2004,,Slovakia,703,LYOCSA Imrich - SVK
Men,Individual Standing,Silver,LEZANSKI Tomasz,POL,,,Archery,2004,,Poland,616,LEZANSKI Tomasz - POL
Men,Individual Standing,Bronze,AN Tae Sung,KOR,,,Archery,2004,,"Korea, Republic of",410,AN Tae Sung - KOR
Women,Individual W1/W2,Gold,FANTATO Paola,ITA,,,Archery,2004,,Italy,380,FANTATO Paola - ITA
Women,Individual W1/W2,Silver,ISOZAKI Naomi,JPN,,,Archery,2004,,Japan,392,ISOZAKI Naomi - JPN
Women,Individual W1/W2,Bronze,HIRASAWA Nako,JPN,,,Archery,2004,,Japan,392,HIRASAWA Nako - JPN
Women,Individual Standing,Gold,WANG Yanhong,CHN,,,Archery,2004,,China,156,WANG Yanhong - CHN
Women,Individual Standing,Silver,KARPMAICHAN Wasana,THA,,,Archery,2004,,Thailand,764,KARPMAICHAN Wasana - THA
Women,Individual Standing,Bronze,OLEJNIK Malgorzata,POL,,,Archery,2004,,Poland,616,OLEJNIK Malgorzata - POL
Men,Teams Open,Gold,JUNG Young Joo,KOR,Korea,1.0,Archery,2004,,"Korea, Republic of",410,JUNG Young Joo - KOR
Men,Teams Open,Gold,LEE Hak Young,KOR,Korea,2.0,Archery,2004,,"Korea, Republic of",410,LEE Hak Young - KOR
Men,Teams Open,Gold,LEE Hong Gu,KOR,Korea,3.0,Archery,2004,,"Korea, Republic of",410,LEE Hong Gu - KOR
Men,Teams Open,Silver,MINAMI Koichi,JPN,Japan,1.0,Archery,2004,,Japan,392,MINAMI Koichi - JPN
Men,Teams Open,Silver,ONODERA Kimimasa,JPN,Japan,2.0,Archery,2004,,Japan,392,ONODERA Kimimasa - JPN
Men,Teams Open,Silver,SAKODO Shinji,JPN,Japan,3.0,Archery,2004,,Japan,392,SAKODO Shinji - JPN
Men,Teams Open,Bronze,CROSS Aaron,USA,United States of America,1.0,Archery,2004,,United States of America,840,CROSS Aaron - USA
Men,Teams Open,Bronze,FABRY Jeffrey,USA,United States of America,2.0,Archery,2004,,United States of America,840,FABRY Jeffrey - USA
Men,Teams Open,Bronze,STONE Kevin,USA,United States of America,3.0,Archery,2004,,United States of America,840,STONE Kevin - USA
Women,Teams Open,Gold,CHAPMAN Anita,GBR,Great Britain,1.0,Archery,2004,,United Kingdom of Great Britain and Northern Ireland,826,CHAPMAN Anita - GBR
Women,Teams Open,Gold,PARKER Margaret,GBR,Great Britain,2.0,Archery,2004,,United Kingdom of Great Britain and Northern Ireland,826,PARKER Margaret - GBR
Women,Teams Open,Gold,SMITH Kathleen,GBR,Great Britain,3.0,Archery,2004,,United Kingdom of Great Britain and Northern Ireland,826,SMITH Kathleen - GBR
Women,Teams Open,Silver,FANTATO Paola,ITA,Italy,1.0,Archery,2004,,Italy,380,FANTATO Paola - ITA
Women,Teams Open,Silver,MENCONI Anna,ITA,Italy,2.0,Archery,2004,,Italy,380,MENCONI Anna - ITA
Women,Teams Open,Silver,TRUCCOLO Sandra,ITA,Italy,3.0,Archery,2004,,Italy,380,TRUCCOLO Sandra - ITA
Women,Teams Open,Bronze,KO Hee Sook,KOR,Korea,1.0,Archery,2004,,"Korea, Republic of",410,KO Hee Sook - KOR
Women,Teams Open,Bronze,LEE Hwa Sook,KOR,Korea,2.0,Archery,2004,,"Korea, Republic of",410,LEE Hwa Sook - KOR
Women,Teams Open,Bronze,LEE Kyung Hee,KOR,Korea,3.0,Archery,2004,,"Korea, Republic of",410,LEE Kyung Hee - KOR
Men,Individual Compound W1,Gold,DRAHONINSKY David,CZE,,,Archery,2008,,Czechia,203,DRAHONINSKY David - CZE
Men,Individual Compound W1,Silver,CAVANAGH John,GBR,,,Archery,2008,,United Kingdom of Great Britain and Northern Ireland,826,CAVANAGH John - GBR
Men,Individual Compound W1,Bronze,FABRY Jeff,USA,,,Archery,2008,,United States of America,840,FABRY Jeff - USA
Men,Individual Compound Open,Gold,STUBBS John,GBR,,,Archery,2008,,United Kingdom of Great Britain and Northern Ireland,826,STUBBS John - GBR
Men,Individual Compound Open,Silver,SIMONELLI Alberto,ITA,,,Archery,2008,,Italy,380,SIMONELLI Alberto - ITA
Men,Individual Compound Open,Bronze,HORNER Philippe,CHE,,,Archery,2008,,Switzerland,756,HORNER Philippe - CHE
Men,Individual Recurve W1/W2,Gold,CHENG Changjie,CHN,,,Archery,2008,,China,156,CHENG Changjie - CHN
Men,Individual Recurve W1/W2,Silver,VITALE Marco,ITA,,,Archery,2008,,Italy,380,VITALE Marco - ITA
Men,Individual Recurve W1/W2,Bronze,TSENG Lung Hui,TWN,,,Archery,2008,,"Taiwan, Province of China",158,TSENG Lung Hui - TWN
Men,Individual Recurve Standing,Gold,DAMBADONDOG Baatarjav,MNG,,,Archery,2008,,Mongolia,496,DAMBADONDOG Baatarjav - MNG
Men,Individual Recurve Standing,Silver,MEUNIER Fabrice,FRA,,,Archery,2008,,France,250,MEUNIER Fabrice - FRA
Men,Individual Recurve Standing,Bronze,CHEN Yegang,CHN,,,Archery,2008,,China,156,CHEN Yegang - CHN
Women,Individual Compound Open,Gold,BROWN Danielle,GBR,,,Archery,2008,,United Kingdom of Great Britain and Northern Ireland,826,BROWN Danielle - GBR
Women,Individual Compound Open,Silver,KAMIYA Chieko,JPN,,,Archery,2008,,Japan,392,KAMIYA Chieko - JPN
Women,Individual Compound Open,Bronze,CLARKE Mel,GBR,,,Archery,2008,,United Kingdom of Great Britain and Northern Ireland,826,CLARKE Mel - GBR
Women,Individual Recurve W1/W2,Gold,GIRISMEN Gizem,TUR,,,Archery,2008,,Türkiye,792,GIRISMEN Gizem - TUR
Women,Individual Recurve W1/W2,Silver,FU Hongzhi,CHN,,,Archery,2008,,China,156,FU Hongzhi - CHN
Women,Individual Recurve W1/W2,Bronze,XIAO Yanhong,CHN,,,Archery,2008,,China,156,XIAO Yanhong - CHN
Women,Individual Recurve Standing,Gold,LEE Hwa Sook,KOR,,,Archery,2008,,"Korea, Republic of",410,LEE Hwa Sook - KOR
Women,Individual Recurve Standing,Silver,GAO Fangxia,CHN,,,Archery,2008,,China,156,GAO Fangxia - CHN
Women,Individual Recurve Standing,Bronze,CARMICHAEL Lindsey,USA,,,Archery,2008,,United States of America,840,CARMICHAEL Lindsey - USA
Men,Team Recurve Open,Gold,CHO Hyun Kwan,KOR,Korea,1.0,Archery,2008,,"Korea, Republic of",410,CHO Hyun Kwan - KOR
Men,Team Recurve Open,Gold,KIM Hong Kyu,KOR,Korea,2.0,Archery,2008,,"Korea, Republic of",410,KIM Hong Kyu - KOR
Men,Team Recurve Open,Gold,LEE Hong Gu,KOR,Korea,3.0,Archery,2008,,"Korea, Republic of",410,LEE Hong Gu - KOR
Men,Team Recurve Open,Silver,CHEN Yegang,CHN,China,1.0,Archery,2008,,China,156,CHEN Yegang - CHN
Men,Team Recurve Open,Silver,CHENG Changjie,CHN,China,2.0,Archery,2008,,China,156,CHENG Changjie - CHN
Men,Team Recurve Open,Silver,DONG Zhi,CHN,China,3.0,Archery,2008,,China,156,DONG Zhi - CHN
Men,Team Recurve Open,Bronze,DE PELLEGRIN Oscar,ITA,Italy,1.0,Archery,2008,,Italy,380,DE PELLEGRIN Oscar - ITA
Men,Team Recurve Open,Bronze,ESPOSITO Mario,ITA,Italy,2.0,Archery,2008,,Italy,380,ESPOSITO Mario - ITA
Men,Team Recurve Open,Bronze,VITALE Marco,ITA,Italy,3.0,Archery,2008,,Italy,380,VITALE Marco - ITA
Women,Team Recurve Open,Gold,FU Hongzhi,CHN,China,1.0,Archery,2008,,China,156,FU Hongzhi - CHN
Women,Team Recurve Open,Gold,GAO Fangxia,CHN,China,2.0,Archery,2008,,China,156,GAO Fangxia - CHN
Women,Team Recurve Open,Gold,XIAO Yanhong,CHN,China,3.0,Archery,2008,,China,156,XIAO Yanhong - CHN
Women,Team Recurve Open,Silver,KIM Ki Hee,KOR,Korea,1.0,Archery,2008,,"Korea, Republic of",410,KIM Ki Hee - KOR
Women,Team Recurve Open,Silver,KIM Ran Sook,KOR,Korea,2.0,Archery,2008,,"Korea, Republic of",410,KIM Ran Sook - KOR
Women,Team Recurve Open,Silver,LEE Hwa Sook,KOR,Korea,3.0,Archery,2008,,"Korea, Republic of",410,LEE Hwa Sook - KOR
Women,Team Recurve Open,Bronze,CERNA Miroslava,CZE,Czech Republic,1.0,Archery,2008,,Czechia,203,CERNA Miroslava - CZE
Women,Team Recurve Open,Bronze,KUNCOVA Lenka,CZE,Czech Republic,2.0,Archery,2008,,Czechia,203,KUNCOVA Lenka - CZE
Women,Team Recurve Open,Bronze,SIDKOVA Marketa,CZE,Czech Republic,3.0,Archery,2008,,Czechia,203,SIDKOVA Marketa - CZE
Men,Individual Compound W1,Gold,FABRY Jeff,USA,,,Archery,2012,,United States of America,840,FABRY Jeff - USA
Men,Individual Compound W1,Silver,DRAHONINSKY David,CZE,,,Archery,2012,,Czechia,203,DRAHONINSKY David - CZE
Men,Individual Compound W1,Bronze,MURPHY Norbert,CAN,,,Archery,2012,,Canada,124,MURPHY Norbert - CAN
Men,Individual Compound Open,Gold,FORSBERG Jere,FIN,,,Archery,2012,,Finland,246,FORSBERG Jere - FIN
Men,Individual Compound Open,Silver,STUTZMAN Matt,USA,,,Archery,2012,,United States of America,840,STUTZMAN Matt - USA
Men,Individual Compound Open,Bronze,HANCI Dogan,TUR,,,Archery,2012,,Türkiye,792,HANCI Dogan - TUR
Men,Individual Recurve W1/W2,Gold,DE PELLEGRIN Oscar,ITA,,,Archery,2012,,Italy,380,DE PELLEGRIN Oscar - ITA
Men,Individual Recurve W1/W2,Silver,SANAWI Hasihin,MYS,,,Archery,2012,,Malaysia,458,SANAWI Hasihin - MYS
Men,Individual Recurve W1/W2,Bronze,TSENG Lung Hui,TWN,,,Archery,2012,,"Taiwan, Province of China",158,TSENG Lung Hui - TWN
Men,Individual Recurve Standing,Gold,TUCHINOV Timur,RUS,,,Archery,2012,,Russian Federation,643,TUCHINOV Timur - RUS
Men,Individual Recurve Standing,Silver,SHESTAKOV Oleg,RUS,,,Archery,2012,,Russian Federation,643,SHESTAKOV Oleg - RUS
Men,Individual Recurve Standing,Bronze,OYUN Mikhail,RUS,,,Archery,2012,,Russian Federation,643,OYUN Mikhail - RUS
Women,Individual Compound Open,Gold,BROWN Danielle,GBR,,,Archery,2012,,United Kingdom of Great Britain and Northern Ireland,826,BROWN Danielle - GBR
Women,Individual Compound Open,Silver,CLARKE Mel,GBR,,,Archery,2012,,United Kingdom of Great Britain and Northern Ireland,826,CLARKE Mel - GBR
Women,Individual Compound Open,Bronze,ARTAKHINOVA Stepanida,RUS,,,Archery,2012,,Russian Federation,643,ARTAKHINOVA Stepanida - RUS
Women,Individual Recurve W1/W2,Gold,NEMATI Zahra,IRN,,,Archery,2012,,"Iran, Islamic Republic of",364,NEMATI Zahra - IRN
Women,Individual Recurve W1/W2,Silver,MIJNO Elisabetta,ITA,,,Archery,2012,,Italy,380,MIJNO Elisabetta - ITA
Women,Individual Recurve W1/W2,Bronze,LI Jinzhi,CHN,,,Archery,2012,,China,156,LI Jinzhi - CHN
Women,Individual Recurve Standing,Gold,YAN Huilian,CHN,,,Archery,2012,,China,156,YAN Huilian - CHN
Women,Individual Recurve Standing,Silver,LEE Hwa Sook,KOR,,,Archery,2012,,"Korea, Republic of",410,LEE Hwa Sook - KOR
Women,Individual Recurve Standing,Bronze,OLSZEWSKA Milena,POL,,,Archery,2012,,Poland,616,OLSZEWSKA Milena - POL
Men,Team Recurve Open,Gold,OYUN Mikhail,RUS,Russia,1.0,Archery,2012,,Russian Federation,643,OYUN Mikhail - RUS
Men,Team Recurve Open,Gold,SHESTAKOV Oleg,RUS,Russia,2.0,Archery,2012,,Russian Federation,643,SHESTAKOV Oleg - RUS
Men,Team Recurve Open,Gold,TUCHINOV Timur,RUS,Russia,3.0,Archery,2012,,Russian Federation,643,TUCHINOV Timur - RUS
Men,Team Recurve Open,Silver,JUNG Young Joo,KOR,Korea,1.0,Archery,2012,,"Korea, Republic of",410,JUNG Young Joo - KOR
Men,Team Recurve Open,Silver,KIM Suk Ho,KOR,Korea,2.0,Archery,2012,,"Korea, Republic of",410,KIM Suk Ho - KOR
Men,Team Recurve Open,Silver,LEE Myeong Gu,KOR,Korea,3.0,Archery,2012,,"Korea, Republic of",410,LEE Myeong Gu - KOR
Men,Team Recurve Open,Bronze,CHENG Changjie,CHN,China,1.0,Archery,2012,,China,156,CHENG Changjie - CHN
Men,Team Recurve Open,Bronze,DONG Zhi,CHN,China,2.0,Archery,2012,,China,156,DONG Zhi - CHN
Men,Team Recurve Open,Bronze,LI Zongshan,CHN,China,3.0,Archery,2012,,China,156,LI Zongshan - CHN
Women,Team Recurve Open,Gold,KIM Ran Sook,KOR,Korea,1.0,Archery,2012,,"Korea, Republic of",410,KIM Ran Sook - KOR
Women,Team Recurve Open,Gold,KO Hee Sook,KOR,Korea,2.0,Archery,2012,,"Korea, Republic of",410,KO Hee Sook - KOR
Women,Team Recurve Open,Gold,LEE Hwa Sook,KOR,Korea,3.0,Archery,2012,,"Korea, Republic of",410,LEE Hwa Sook - KOR
Women,Team Recurve Open,Silver,GAO Fangxia,CHN,China,1.0,Archery,2012,,China,156,GAO Fangxia - CHN
Women,Team Recurve Open,Silver,XIAO Yanhong,CHN,China,2.0,Archery,2012,,China,156,XIAO Yanhong - CHN
Women,Team Recurve Open,Silver,YAN Huilian,CHN,China,3.0,Archery,2012,,China,156,YAN Huilian - CHN
Women,Team Recurve Open,Bronze,JAVANMARD Zahra,IRN,Iran,1.0,Archery,2012,,"Iran, Islamic Republic of",364,JAVANMARD Zahra - IRN
Women,Team Recurve Open,Bronze,NEMATI Zahra,IRN,Iran,2.0,Archery,2012,,"Iran, Islamic Republic of",364,NEMATI Zahra - IRN
Women,Team Recurve Open,Bronze,SHIR MOHAMMADI Razieh,IRN,Iran,3.0,Archery,2012,,"Iran, Islamic Republic of",364,SHIR MOHAMMADI Razieh - IRN
Men,Individual W1,Gold,WALKER John,GBR,,,Archery,2016,,United Kingdom of Great Britain and Northern Ireland,826,WALKER John - GBR
Men,Individual W1,Silver,DRAHONINSKY David,CZE,,,Archery,2016,,Czechia,203,DRAHONINSKY David - CZE
Men,Individual W1,Bronze,KINIK Peter,SVK,,,Archery,2016,,Slovakia,703,KINIK Peter - SVK
Men,Individual Compound Open,Gold,SHELBY Andre,USA,,,Archery,2016,,United States of America,840,SHELBY Andre - USA
Men,Individual Compound Open,Silver,SIMONELLI Alberto,ITA,,,Archery,2016,,Italy,380,SIMONELLI Alberto - ITA
Men,Individual Compound Open,Bronze,MILNE Jonathon,AUS,,,Archery,2016,,Australia,36,MILNE Jonathon - AUS
Men,Individual Recurve Open,Gold,RAHIMI Gholamreza,IRN,,,Archery,2016,,"Iran, Islamic Republic of",364,RAHIMI Gholamreza - IRN
Men,Individual Recurve Open,Silver,NETSIRI Hanreuchai,THA,,,Archery,2016,,Thailand,764,NETSIRI Hanreuchai - THA
Men,Individual Recurve Open,Bronze,RANJBARKIVAJ Ebrahim,IRN,,,Archery,2016,,"Iran, Islamic Republic of",364,RANJBARKIVAJ Ebrahim - IRN
Women,Individual W1,Gold,STRETTON Jessica,GBR,,,Archery,2016,,United Kingdom of Great Britain and Northern Ireland,826,STRETTON Jessica - GBR
Women,Individual W1,Silver,FRITH Jo,GBR,,,Archery,2016,,United Kingdom of Great Britain and Northern Ireland,826,FRITH Jo - GBR
Women,Individual W1,Bronze,JENKINS Vicky,GBR,,,Archery,2016,,United Kingdom of Great Britain and Northern Ireland,826,JENKINS Vicky - GBR
Women,Individual Compound Open,Gold,ZHOU Jiamin,CHN,,,Archery,2016,,China,156,ZHOU Jiamin - CHN
Women,Individual Compound Open,Silver,LIN Yueshan,CHN,,,Archery,2016,,China,156,LIN Yueshan - CHN
Women,Individual Compound Open,Bronze,KIM Mi Soon,KOR,,,Archery,2016,,"Korea, Republic of",410,KIM Mi Soon - KOR
Women,Individual Recurve Open,Gold,NEMATI Zahra,IRN,,,Archery,2016,,"Iran, Islamic Republic of",364,NEMATI Zahra - IRN
Women,Individual Recurve Open,Silver,WU Chunyan,CHN,,,Archery,2016,,China,156,WU Chunyan - CHN
Women,Individual Recurve Open,Bronze,OLSZEWSKA Milena,POL,,,Archery,2016,,Poland,616,OLSZEWSKA Milena - POL
Mixed,Team W1,Gold,WALKER John,GBR,Great Britain,1.0,Archery,2016,,United Kingdom of Great Britain and Northern Ireland,826,WALKER John - GBR
Mixed,Team W1,Gold,FRITH Jo,GBR,Great Britain,2.0,Archery,2016,,United Kingdom of Great Britain and Northern Ireland,826,FRITH Jo - GBR
Mixed,Team W1,Silver,KOO Dong Sub,KOR,Korea,1.0,Archery,2016,,"Korea, Republic of",410,KOO Dong Sub - KOR
Mixed,Team W1,Silver,KIM Ok Geum,KOR,Korea,2.0,Archery,2016,,"Korea, Republic of",410,KIM Ok Geum - KOR
Mixed,Team W1,Bronze,DRAHONINSKY David,CZE,Czech Republic,1.0,Archery,2016,,Czechia,203,DRAHONINSKY David - CZE
Mixed,Team W1,Bronze,MUSILOVA Sarka,CZE,Czech Republic,2.0,Archery,2016,,Czechia,203,MUSILOVA Sarka - CZE
Mixed,Team Compound Open,Gold,AI Xinliang,CHN,China,1.0,Archery,2016,,China,156,AI Xinliang - CHN
Mixed,Team Compound Open,Gold,ZHOU Jiamin,CHN,China,2.0,Archery,2016,,China,156,ZHOU Jiamin - CHN
Mixed,Team Compound Open,Silver,STUBBS John,GBR,Great Britain,1.0,Archery,2016,,United Kingdom of Great Britain and Northern Ireland,826,STUBBS John - GBR
Mixed,Team Compound Open,Silver,GRINHAM Jodie,GBR,Great Britain,2.0,Archery,2016,,United Kingdom of Great Britain and Northern Ireland,826,GRINHAM Jodie - GBR
Mixed,Team Compound Open,Bronze,LEE Ouk Soo,KOR,Korea,1.0,Archery,2016,,"Korea, Republic of",410,LEE Ouk Soo - KOR
Mixed,Team Compound Open,Bronze,KIM Mi Soon,KOR,Korea,2.0,Archery,2016,,"Korea, Republic of",410,KIM Mi Soon - KOR
Mixed,Team Recurve Open,Gold,ZHAO Lixue,CHN,China,1.0,Archery,2016,,China,156,ZHAO Lixue - CHN
Mixed,Team Recurve Open,Gold,WU Chunyan,CHN,China,2.0,Archery,2016,,China,156,WU Chunyan - CHN
Mixed,Team Recurve Open,Silver,NEMATI Zahra,IRN,Iran,1.0,Archery,2016,,"Iran, Islamic Republic of",364,NEMATI Zahra - IRN
Mixed,Team Recurve Open,Silver,RANJBARKIVAJ Ebrahim,IRN,Iran,2.0,Archery,2016,,"Iran, Islamic Republic of",364,RANJBARKIVAJ Ebrahim - IRN
